,,,,,
,,,,,
221,"La manovra denominata ""quadrare"" consiste nel ruotare il tangone verso la parte prodiera dell'unità navale conducendone l'estremità libera in prossimità dello strallo.",VERO,F,FALSO,V
222,"Per poggiare si intende variare la prua dell'unità, allontanando la prua della stessa rispetto alla direzione di provenienza del vento.",VERO,V,FALSO,F
223,Per orzare si intende variare la rotta dell'unità navale assumendo un nuovo valore di rotta opposto a quello della direzione di provenienza del vento.,VERO,F,FALSO,V
224,Per sventare si intende la manovra tesa a condurre l'unità navale con la poppa al vento.,VERO,F,FALSO,V
225,La virata e l'abbattuta sono le manovre fondamentali per cambiare mure.,VERO,V,FALSO,F
226,La virata è la  manovra mediante la quale l'unità  a vela si appresta ad ammainare lo spinnaker.,VERO,F,FALSO,V
227,Per poggiare è necessario porre la barra al centro,VERO,V,FALSO,F
228,"Quando due unità a vela navigano di bolina con rotte convergenti, quella più lenta lascerà la rotta libera a quella più veloce, passandole di poppa.",VERO,F,FALSO,V
229,"Se due unità a vela navigano entrambe con stesse mura, ha la precedenza quella che si trova sottovento.",VERO,V,FALSO,F
230,"Se due unità a vela navigano di bolina con rotte convergenti, quella con mure a sinistra ha la precedenza.",VERO,F,FALSO,V
231,"Se due unità navigano a vela con mure diverse (una a sinistra e l'altra a dritta), ha la precedenza chi prende il vento a sinistra.",VERO,F,FALSO,V
232,"Se due unità navigano a vela  con mure diverse (una a sinistra e l'altra a dritta), ha la precedenza chi prende il vento a dritta.",VERO,V,FALSO,F
233,"Se due unità navigano a vela su rotte opposte, quella che ha il vento sulla sinistra deve  lasciare libera la rotta all'altra.",VERO,V,FALSO,F
234,"Se un'unità con il vento sulla sinistra vede un'altra unità a vela sopravento e non può stabilire con sicurezza se questa abbia il vento  sulla  sinistra o sulla dritta, deve  manovrare in modo da lasciare libera la rotta .",VERO,V,FALSO,F
235,"Navigando di bolina stretta, si può ridurre temporaneamente la velocità stingendo il vento oltre l'angolo di bordeggio.",VERO,V,FALSO,F
236,Poggiando da bolina stretta a bolina larga la barca accelera.,VERO,V,FALSO,F
237,"Per ridurre lo sbandamento, si smagriscono le vele, cazzando il cunnincham e il tesabase della randa, la drizza del genoa e si arretra il punto di scotta del genoa (o genova).",VERO,V,FALSO,F
238,"Per aumentare la potenza con vento debole si smagriscono le vele, cazzando il cunnincham e il tesabase della randa, la drizza del genoa e si arretra il punto di scotta del genoa (o genova).",VERO,F,FALSO,V
239,"La ""messa a segno"" delle vele si ottiene quando le vele sono completamente poste a riva.",VERO,F,FALSO,V
240,"Per ridurre lo sbandamento sotto raffica si muove il carrello (trasto) della randa sottovento o, in assenza del carrello, si lasca la scotta.",VERO,V,FALSO,F
241,Per assecondare una rapida poggiata per evitare un ostacolo devo lascare solo il fiocco.,VERO,F,FALSO,V
242,La ritenuta del boma è quella manovra che opportuno utilizzare per evitare la strambata nelle andature di granlasco e giardinetto.,VERO,V,FALSO,F
243,"Tendenzialmente, in caso di aumento del vento, si riduce per primo il genoa (o genova) e poi a seguire la randa.",VERO,V,FALSO,F
244,Quando si comincia a pensare se sia il caso di ridurre la vela a causa dell'eccessivo sbandamento è probabilmente il momento di farlo.,VERO,V,FALSO,F
245,E' certamente opportuno ridurre la vela se la barca ha stabilmente la falchetta in acqua.,VERO,V,FALSO,F
246,La strambata è il rischio più grande che si corre navigando al gran lasco o in poppa (giardinetto).,VERO,V,FALSO,F
247,Strambata e abbattuta  sono la stessa cosa.,VERO,F,FALSO,V
248,La strambata è l'abbattuta involontaria e incontrollata.,VERO,V,FALSO,F
249,"Salvo le ordinanze locali, di norma è possibile entrare in un porto navigando a vela.",VERO,F,FALSO,V
250,Lascare la randa agevola la poggiata.,VERO,V,FALSO,F
