QUIZ BASE 2022 PATENTE NAUTICA;None;RISPOSTA 1                    V/F;RSPOSTA 2                        V/F;RISPOSTA 3                         V/F;
388;None;"Ai sensi del Codice della Navigazione, quale tra queste affermazioni e' la piu' corretta per quanto concerne ""l'abbandono nave""?";"il comandante dell'unita' ordina ""l'abbandono"" della stessa solo dopo aver accertato di persona che tutti i mezzi suggeriti dall'arte nautica non sono in grado di salvarla.";V;"il comandante dell'unita' ordina ""l'abbandono"" della stessa solo dopo aver verificato di persona che oltre alla presenza di infiltrazioni nello scafo si sia verificata la contemporanea";F;"il comandante ordina ""l'abbandono"" della stessa solo dopo aver verificato  di persona il mancato funzionamento di tutti gli apparati di navigazione.";F;
389;None;In caso di urto tra due o piu' unita' navali, i Comandanti delle stesse sono obbligati a fornire alle altre unita' navali coinvolte le notizie per identificare la propria?;no.;F;si, nei limiti del possibile.;V;solo previo accordo tra i Comandanti delle unita' navali coinvolte.;F;
390;None;Quale accorgimento deve adottare il comandante dell'unita' da diporto prima di ordinare l'abbandono della stessa?;accertarsi che tutte le persone imbarcate indossino le cinture di salvataggio e che l'eventuale mezzo collettivo di salvataggio (zattera) sia equipaggiato con le previste;V;accertarsi che i serbatoi di carburante siano stati svuotati.;F;accertarsi che sia stata intercettata la linea di alimentazione elettrica.;F
391;None;Quale effetto si genera in navigazione abbassando il piede(trim negativo), in un'unita' spinta da un motore fuoribordo?;l'inclinazione della prua verso il basso per attutire gli impatti sulle onde con il mare formato.;V;si migliora il rendimento del circuito di raffreddamento.;F;si riduce la possibilita' che l'imbarcazione possa ingavonarsi.;F
392;None;Quali possono essere i principali accorgimenti che un'unita' navale da diporto dovra' adottare qualora interessata da un brusco peggioramento delle condizioni meteo-marine?;trasferire quanto piu' possibile il peso a prua.;F;chiudere immediatamente la presa a mare del raffreddamento motore ed intercettare la linea di alimentazione.;F;rizzare (fissare) tutti gli oggetti di bordo, chiudere accuratamente oblo' e osterigi, istruire le persone imbarcate in merito al corretto uso dei mezzi collettivi e individuali di salvataggio.;V
393;None;Quale accorgimento sara' opportuno adottare in caso di tempesta proveniente dalla terra ferma?;appennellare l'ancora.;F;dirigersi in sicurezza verso la costa ove il moto ondoso e' piu' attenuato.;V;prendere il mare solo al giardinetto.;F
394;None;Quale accorgimento sara' opportuno adottare in caso di tempesta proveniente dal mare?;si cerchera' di prendere il mare in poppa.;F;condurre l'unita' navale alla cappa.;V;trasmettere via radio apposito messaggio di soccorso diretto alle unita' navali presenti nelle vicinanze.;F
395;None;Quale accorgimento potra' essere adottato nel caso in cui un'unita' navale da diporto navighi con mare particolarmente grosso in poppa causando brusche variazioni del motore?;controllare il livello di carburante nel serbatoio.;F;aumentare la velocita'.;F;ridurre opportunamente la velocita'.;V
396;None;Navigando in presenza di nebbia fitta, quali fattori possono indicare la possibile vicinanza della costa?;aumento della corrente di superficie e brusca riduzione della temperatura dell'acqua.;F;mutamento del colore dell'acqua ed il fragore dei frangenti.;V;forti escursioni di marea e repentino abbassamento della temperatura delle acque.;F
397;None;A quale funzione assolve il sistema DSC (Digital SelectiveCalling) installato su alcune tipologie di apparati radio?;trasmettendo in frequenza MF, permette di inviare automaticamente un segnale di soccorso ad altre unita' navali che si trovino entro un raggio non superiore alle 15;F;trasmettendo in frequenza VHF e HF, permette di inviare automaticamente onde radio digitali, eliminando cosi' le deviazioni che le stesse subiscono sottocosta per;F;trasmettendo in frequenza VHF e HF, permette di inviare automaticamente un segnale di soccorso, di urgenza o di sicurezza ad altre navi nelle vicinanze, ai Centri di Coordinamento del;V
398;None;Navigando a motore con mare molto mosso:;di poppa, sfrutto la spinta delle onde per aumentare la velocita' di fuga.;F;faccio il possibile per non prendere le onde al traverso.;V;di prora, cerco di tagliare le onde esattamente con la prua.;F
399;None;Per attenuare l'impatto con l'onda formata:;e' necessario prendere l'onda al traverso.;F;e' necessario tagliare la cresta esattamente con la prua perpendicolare all'onda.;F;e' opportuno puntare leggermente verso la cresta, per poi allontanarsene quando la barca scende nel cavo dell'onda.;V
400;None;In navigazione con onda di poppa:;si tiene il trim positivo (elica piu' sollevata) per alzare la prua e limitare i colpi sull'onda.;V;si tiene il trim neutro, per non alterare l'assetto della barca.;F;si tiene il trim negativo, (elica piu' immersa) per alzare la prua e limitare i colpi sull'onda.;F;
401;None;In merito alla regolazione dei flaps, con moto ondoso contrario e' opportuno:;tenerli piu' o meno abbassati, secondo la tipologia di scafo, per contrastare la tendenza della carena ad alzare la prua a causa della massa d'acqua che scorre sotto la stessa.;V;tenerli piu' o meno alzati, secondo la tipologia di scafo, per aiutaread alzare la prua e favorire il passaggio sull'onda.;F;disattivarli, poiche' si tratta di dispositivi da usare solo con mare piatto.;F;
402;None;In merito alla regolazione dei flaps, con mare formato di poppa, e' opportuno:;disattivarli, poiche' si tratta di dispositivi da usare solo con mare piatto.;F;tenere i flaps abbassati, per consentire alla prua di alzarsi sull'onda.;F;tenere i flaps alzati, per schiacciare la poppa verso il basso, per contrastare l'onda che  tende a sollevare la poppa e a far immergere  la prua.;V;
403;None;Normalmente, quando l'indicatore del flap e' sullo zero, ciï¿½ significa:;che in quel momento il flap e'ï¿½neutroï¿½, ovvero orizzontale, quando invece vengono segnalati dei numeri negativi ciï¿½ significa che i flaps sono inclinati verso il basso.;V;che e' regolato per alzare la prua sull'acqua.;F;che e' regolato per abbassare la prua sull'acqua.;F;
404;None;In merito alla regolazione dei flaps, e' possibile affermare:;che possono essere regolati solo in maniera identica.;F;che generalmente possono essere regolati in maniera indipendente, cosi' da poter variare non solo la regolazione della prua, ma anche l'equilibrio trasversale.;V;che se regolati in maniera indipendente possono compromettere l'equilibrio dell'unita'.;F;
405;None;Alzando il flap sinistro o abbassando il flap destro, si ottiene:;di inclinare lo scafo verso il lato dritto.;V;di inclinare lo scafo il lato sinistro.;F;di abbassare la prua.;F;
406;None;"Lo ""stacco di sicurezza"" e':";l'interruttore collegato tramite un cordino a spirale rosso (o con un dispositivo elettronico) a chi governa un fuoribordo, che spegne ï¿½automaticamenteï¿½ il motore;V;"il ""cordone ombelicale"" della cintura di sicurezza con cui ci si assicura allo scafo.";F;la valvola di chiusura del carburante.;F;
407;None;Improvvisamente la visibilita' diviene scarsa:;si emette un segnale acustico prolungato ogni 2 minuti.;F;si rallenta, si accendono i fanali e si emettono i segnali prescritti.;V;ci si deve fermare.;F;
408;None;Stando alla cappa, in quali casi puo' essere utile l'ancora galleggiante?;mai.;F;quando sottovento a noi c'e' una costa vicina.;V;sempre e comunque.;F;
409;None;"Mettersi ""alla Cappa"", significa prendere il mare:";di prora in modo da saltare la cresta dell'onda.;F;di poppa con motore a un regime tale da far stare l'unita' da diporto sempre sulla cresta dell'onda.;F;al mascone con motore a un regime tale da consentire al'unita' di scarrocciare lasciando sopravento una zona di remora che possa smorzare i frangenti prima di arrivare sulla fiancata sopravento.;V;
410;None;Cos'e' la risacca?;onde di riflusso.;V;e' condizione che nasce da mare e vento incrociati.;F;e' un vento locale di debole intensita'.;F
411;None;l'ancora galleggiante:;serve a limitare l'intraversamento dell'unita'.;V;non serve utilizzarla in caso di cattivo tempo.;F;serve a recuperare a bordo l'ancora incattivita.;F
412;None;In caso di navigazione in solitario:;avvisare il 1530.;F;indossare la cintura di sicurezza e assicurarsi al ponte.;V;accendere le luci di via anche di giorno.;F
413;None;In caso di navigazione con cattivo tempo, qual e' il provvedimento da adottare:;si chiudono gli ombrinali.;F;si chiudono oblo', boccaporti e prese a mare, lasciando aperta solo quelle del motore.;V;si chiudono necessariamente le prese a mare del motore.;F
414;None;Per attirare l'attenzione di un'altra unita' in caso di pericolo:;dopo l'installazione e' necessaria un'ispezione dell'Autorita' Marittima del luogo ove e' stata eseguita l'installazione.;F;si effettua un movimento lento e ripetuto di entrambe le braccia allargate, dall'alto in basso.;V;e' necessario il collaudo di un tecnico abilitato appartenente al Ministero delloSviluppo Economico.;F
415;None;Quale affermazione e' corretta?;per attirare l'attenzione di notte e' possibile usare le boette fumogene.;F;per effettuare una chiamata di soccorso con il VHF e' necessario un abbonamento.;F;il 1530 e' il numero telefonico di emergenza della Guardia Costiera.;V
416;None;Quale titolo abilita il comandante di un'imbarcazione da diporto ad utilizzare un apparato ricetrasmittente VHF/FM?;il certificato illimitato di radiotelefonista per navi.;F;il certificato limitato di radiotelefonista per naviglio minore.;V;nessun titolo.;F
417;None;Cosa e' l'indicativo di chiamata?;consente di utilizzare il VHF a bordo di un natante da diporto.;V;consente di utilizzare il VHF a bordo di un'imbarcazione da diporto.;F;consente di utilizzare il VHF a bordo di una nave da diporto.;F
418;None;Per installare a bordo un VHF di tipo fisso:;dopo l'installazione e' necessaria un'ispezione dell'Autorita' Marittima del luogo ove e' stata eseguita l'installazione.;F;e' richiesto solo di controllare che l'apparato sia omologato.;V;e' necessario il collaudo di un tecnico abilitato appartenente al Ministero  dello Sviluppo Economico.;F
419;None;Il nominativo internazionale consente di:;identificare un natante da diporto non iscritto che sta navigando al di fuori delle acque nazionali.;F;utilizzare l'apparato VHF a bordo di imbarcazioni e navi da diporto.;V;utilizzare l'apparato VHF a bordo di un natante da diporto.;F
420;None;Ogni quanto tempo gli apparati ricetrasmittenti installati a bordo sono sottoposti ad ispezioni ordinarie?;ogni 10 anni.;F;ogni 5 anni.;F;sono esonerati dalle ispezioni ordinarie.;V
421;None;"In caso di richiesta di soccorso, in che occasione si utilizzano i""razzi a paracadute a luce rossa""?";sempre.;F;solo se sono ben visibili le luci di una nave, di un aeroplano, della costa.;F;se si presume la presenza di una nave, di un aeroplano, della costa.;V
422;None;"In caso di richiesta di soccorso, in che occasione si utilizzano i""fuochi a mano a luce rossa""?";se sono ben visibili le luci di una nave, di un aeroplano, della costa.;V;se si presume la presenza di una nave, di un aeroplano o della costa.;F;sempre.;F
423;None;Quale canale radio VHF/FM e' utilizzato per le chiamate di soccorso?;il canale 18.;F;il canale 68.;F;il canale 16.;V
424;None;Di norma, i razzi a paracadute a luce rossa, quando sparati in aria raggiungono una quota minima:;di 50 metri.;F;di 100 metri.;F;di 300 metri.;V
425;None;La frequenza del Canale 16 e' la:;102.5 MHz.;F;099.7 MHz.;F;156.8 Mhz.;V
426;None;Chi riceve una richiesta di soccorso:;si occupa di coordinare i soccorsi.;F;si dirige verso il porto piu' vicino in cerca di aiuto.;F;rilancia la chiamata di soccorso ed eventualmente si adopera per prestare soccorso all'unita' in pericolo.;V
427;None;Da quale parola e' preceduta la chiamata di soccorso?;PAN PAN ripetuta tre volte.;F;SECURITE' ripetuta tre volte.;F;MAYDAY ripetuta tre volte.;V
428;None;Da cosa e' preceduta la chiamata di urgenza?;la parola MAYDAY ripetuta tre volte.;F;le parole PAN PAN ripetute tre volte.;V;la parola SECURITE' ripetuta tre volte.;F
429;None;La procedura per trasmettere correttamente un messaggio di soccorso:;il messaggio di soccorso da trasmettere deve essere preceduto dalla parola SECURITE' e seguito dalla parola MAYDAY.;F;il messaggio di soccorso da trasmettere deve essere preceduto dalla parola MAYDAY ripetuta tre volte.;V;il messaggio di soccorso da trasmettere deve essere seguito dalla parola PAN ripetuta tre volte.;F
430;None;Da quale parola e' preceduta la chiamata di sicurezza?;dalla parola SECURITE' ripetuta tre volte.;V;dalla parola MAYDAY ripetuta tre volte.;F;dalle parole PAN PAN ripetuta tre volte.;F
431;None;Il Mayday va ripetuto durante la chiamata:;1 volta.;F;3 volte.;V;5 volte.;F
432;None;L'obbligo del silenzio radio sul canale 16 si ha:;non esiste alcun obbligo.;F;ogni ora,;F;nei primi 3 minuti successivi all'inizio dell'ora intera e della mezz'ora.;V
433;None;Il canale 16 sulla banda di frequenza VHF e' utilizzabile:;tranquillamente, sempre se non c'e' situazione di emergenza.;F;solo in caso di comunicazioni riguardanti la sicurezza. ;F;solo per la prima chiamata per proseguire la comunicazione bisogna poi spostarsi su un altro canale.;V
434;None;Nel caso si renda necessario lanciare un MAYDAY via radio:;lo si lancia a intervalli di tre minuti.;F;lo si lancia sulla frequenza di lavoro della stazione radio piu' vicina;F;si comunicano nell'ordine: nominativo internazionale, coordinate della posizione e tipo di pericolo in corso.;V
435;None;Come si impone il silenzio radio col VHF ?;pronunciando la parola SILENCE MAYDAY.;V;pronunciando la parola SECURITe'.;F;pronunciando la parola PAN PAN.;F
436;None;Per le comunicazioni tra barca e barca si possono usare i canali.;i canali 16 e 68.;F;i canali 6, 8, 72 o 77.;V;il canale 14.;F
437;None;Per le comunicazioni tramite VHF con apparato fisso:;e' sempre opportuno usare la potenza massima di emissione di 25 watt, perche' il segnale sia sempre chiaro.;F;quando si e' a distanza ravvicinata e' opportuno utilizzare la potenza ridotta di 1 watt.;V;si deve selezionare sempre la potenza di 1 watt.;F
438;None;In tema di VHF, quale tra le seguenti affermazioni e' corretta:;tutti gli apparati ricetrasmittenti di bordo delle unita' da diporto sono sottoposti a collaudo e a ispezioni ordinarie.;F;il VHF puo' essere utilizzato solo dal comandante dell'unita' da diporto.;F;il comandante dell'unita' da diporto e' responsabile del corretto utilizzo degli impianti e degli apparati ricetrasmittenti di bordo.;V
439;None;Le comunicazioni radio effettuate mediante apparati VHFpossono essere effettuate qualora:;le antenne di due stazioni comunicanti sono ubicate ad un'altezza di circa due metri al di sotto della linea dell'orizzonte.;F;le antenne di due stazioni comunicanti sono ubicate al di sopra della linea dell'orizzonte.;V;le antenne di due stazioni comunicanti sono ubicate ad un'altezza di circa un metro al di sotto della linea dell'orizzonte.;F
440;None;Qual e' di massima la portata dell'apparato VHF per le comunicazioni fra unita' navali?;inferiore a 5 miglia nautiche.;F;fra 10 e 20 miglia nautiche;V;circa 30 miglia nautiche.;F
441;None;Qual e' la portata massima dell'apparato VHF per le comunicazioni tra un'unita' navale e le stazioni radio costiere?;circa 40 miglia nautiche.;V;inferiore alle 20 miglia nautiche.;F;circa 150 miglia nautiche.;F
442;None;A quale funzione assolve lo squelch di un ricevitore radio?;attenuare il rumore di fondo durante le comunicazioni.;V;rafforzare l'eco del radar installato a bordo.;F;garantire il collegamento sul canale di lavoro restando in ricezione anche sul canale 16.;F
443;None;A quale funzione assolve il riflettore radar, installato a bordo delle piccole unita' da diporto?;intensificare l'eco di ritorno al radar, permettendo di attenuare i disturbi di origine meteorologica.;F;intensificare l'eco di ritorno al radar, permettendo di identificare anche una piccola unita' navalesu cui e' installato, sia a grande distanza che tra i vari echi del mare.;V;intensificare l'eco di ritorno al radar, permettendo di amplificare i campi magnetici di bordo.;F
444;None;Per motivi di sicurezza, quali sono gli intervalli temporali per i quali e' vietato effettuare comunicazioni radio?;tra i minuti 00-03 e 30-33 di ogni ora.;V;tra i minuti 03-06 e 33-36 delle ore pari.;F;tra i minuti 00-03 e 30-33 delle ore pari.;F
445;None;Qual e' la sanzione amministrativa prevista per coloro che superano i limiti di velocita' previsti per la navigazione negli specchi d'acqua portuali?;il pagamento di una somma da 414 euro a 2.066 euro.;V;il pagamento di una somma da2775 a 11.017 euro.;F;non e' prevista una sanzione pecuniaria.;F
446;None;Esiste un limite di velocita' per un'unita' da diporto in transito all'interno di un porto?;si', e' la velocita' minima prima di entrare in planata.;F;no, non esiste.;F;si', e' stabilito dall'Autorita' marittima di giurisdizione, generalmente 3 nodi.;V
447;None;In quali porti bisogna tenere la dritta sia entrando sia uscendo?;in nessun porto.;F;in tutti, eccetto Genova.;F;nei porti come disciplinato con ordinanza dell'Autorita' marittima.;V
448;None;In quali porti bisogna dare la precedenza alle unita' che escono su quelle che entrano?;in tutti i porti in cui cosi' stabilisca il regolamento dell'Autorita' marittima.;V;in tutti i porti.;F;in nessun porto.;F
449;None;Entrando in un porto commerciale, privo di attrezzature da diporto, di norma dobbiamo avvisare:;l'Autorita' marittima.;V;non dobbiamo avvisare nessuno.;F;il concessionario del servizio di rimorchio.;F
450;None;Salvo le ordinanze locali, di norma, in prossimita' dell'ingresso di un porto:;diamo precedenza alle manovre delle navi di grande dimensioni.;V;di notte, i fanali in testata ai moli emettono luce fissa verde per via libera.;F;se con scarsa visibilita', segnaliamo la nostra presenza con 2 suoni brevi.;F
451;None;Accingendosi all'ingresso in un porto italiano, in navigazione notturna, e rilevando i fanali dell'imboccatura in modo che il verde sia sulla propria sinistra e il rosso sia sulla propria dritta:;si deve cambiare rotta perche' si sta andando contro il molo foraneo.;V;ci si deve tenere sulla dritta in modo da non ostacolare l'eventuale uscita di altre unita'.;F;e' possibile procedere su questa rotta d'ingresso perche' non si rilevano unita' in uscita.;F
452;None;Di giorno come si presenta l'ingresso dell'imboccatura di un porto?;due torrette o colonnine: rossa a sinistra e gialla a dritta.;F;due torrette o colonnine: rossa a sinistra verde a dritta.;V;due torrette o colonnine: verde a sinistra e rossa a dritta.;F
453;None;Salvo le ordinanze locali, di norma quale delle due imbarcazioni in figura a lato ha il diritto di precedenza?;l'unita' A, perche' proviene da dritta.;F;l'unita' A, perche' e' in fase di avvicinamento all'imboccatura del porto.;F;l'unita' B, perche' sta uscendo dal porto.;V
454;None;Salvo le ordinanze locali, a che distanza dall'ingresso del porto e' buona norma ridurre la velocita' di un'imbarcazione da diporto?;dipende dalle dimensioni della nostra unita' da diporto.;F;a 1000 metri.;F;a 500 metri.;V
455;None;Salvo le ordinanze locali, a quale velocita' e' buona norma entrare in porto?;4 nodi per le unita' a motore e2 nodi per le unita' a vela.;F;3 nodi.;V;in base al tempo, alla visibilita' ed alle dimensioni  dell'unita',  ad una velocita' compresa tra 4 nodi e 10 nodi.;F
456;None;Salvo ordinanze locali, di norma e' possibile entrare in un porto navigando a vela?;si', ma riducendo la velatura in modo da sviluppare un'andatura ridotta.;F;si', e' sempre possibile.;F;no, non e' possibile.;V
457;None;Come viene segnalato di notte l'ingresso di un porto?;2 fanali rossi a 800 m dall'ingresso e 2 fanali verdi in prossimita' dell'ingresso.;F;2 fanali: verde sulla dritta e rosso sulla sinistra.;V;2 fanali: verde e rosso o verde e bianco sormontati da una luce gialla a lampi.;F
458;None;Salvo le ordinanze locali, volendo entrare in porto, verso quale fanale si deve condurre la propria unita'?;verso il fanale verde.;V;verso il fanale rosso, in qualsiasi condizioni di moto effettivo.;F;verso il fanale verde o rosso, l'importante e' ridurre la velocita' e dare la precedenza alle unita' in uscita.;F
459;None;In uscita dal porto, nel dubbio di non essere visto da altre imbarcazioni, come ci si  comporta?;emettendo 5 suoni brevi(segnale di pericolo).;F;emettendo 1 suono prolungato e ascoltando l'eventuale risposta.;V;emettendo 2 suoni lunghi e 2 brevi.;F
460;None;Conseguentemente all'ormeggio da me compiuto e del conseguente moto ondoso generato, l'unita' ormeggiata al mio fianco patisce dei danni per aver urtato contro la banchina. Pertanto, il danneggiato:;ha diritto al risarcimento del danno stante l'irregolare condotta della navigazione e la conseguente responsabilita' per urto tra navi, anche se dovuto al solo moto ondoso.;V;ha diritto al risarcimento solo se il danno patito sia conseguenza di un urto per contatto fisico diretto di nave contro nave.;F;ha torto poiche' la sua unita' non avrebbe urtato in banchina se egli si fosse prodigato per assicurare adeguatamente i suoi ormeggi nel mentre che mi accingevo ad ormeggiare la mia unita'.;F
461;None;Fatte salve le ordinanze locali, come deve comportarsi l'unita' che transita nei 500 metri antistanti l'ingresso del porto?;valgono le normali regole di precedenza.;F;deve dare la precedenze alle unita' in entrata e in uscita dal porto.;V;se e' a vela ha diritto di precedenza.;F
462;None;Per il demanio marittimo non in regime di concessione destinato alla navigazione e al trasporto marittimo, la riserva per gli accosti alle  unita' da diporto in transito e' disciplinata: con ordinanza del capo del circondario marittimo competente;con ordinanza del Capo del circondario marittimo competente.;V;dal Prefetto.;F;dal Ministero delle Infrastrutture.;F
463;None;Quale affermazione e' corretta?;un'unita' che naviga lungo un canale  deve, quando e' possibile e non comporta pericolo, mantenersi vicino al limite di destra rispetto alla propria rotta.;V;e' consentita la pesca nell'ambito dei bacini portuali.;F;all'interno dei campi boe e' consentito l'ancoraggio.;F
464;None;I concessionari delle strutture dedicate alla nautica da diporto devono riservare ormeggi in transito:;per la durata di 24 ore.;F;per la durata di 48 ore.;F;per la durata di 72 ore.;V
465;None;Gli ormeggi riservati alle persone con disabilita':;quando non impegnati a tale fine, possono essere occupati da altra unita', con l'obbligo di essere liberati in caso di richiesta di portatore di handicap comunicata al concessionario almeno 24;V;non possono mai essere occupati da altra unita'.;F;possono essere occupati solo da natanti per trascorrere la notte.;F
466;None;Quale accorgimento deve essere adottato da un'unita' navale da diporto a motore in navigazione in prossimita' della costa durante la stagione balneare?;navigare a una velocita' non superiore a 10 nodi nella fascia di mare compresa tra il limite della balneazione e i1.000 metri dalla costa.;V;navigare a una velocita' superiore a 10 nodi nella fascia di mare compresa tra i 250 e i 500 metri dalla costa.;F;navigare a una velocita' non superiore a 10 nodi nella fascia di mare compresa tra i 50 e i 250 metri dalla costa.;F
467;None;A quale distanza minima devono mantenersi le unita' navali dalle boe di segnalazione di subacquei, avvistate durante la navigazione?;a una distanza di almeno 50 metri.;F;a una distanza di almeno 20 metri.;F;a una distanza di almeno 100 metri.;V
468;None;Quali norme disciplinano i limiti di navigazione dalla costa e le prescrizioni relative all'atterraggio delle unita' navali da diporto in spiaggia?;SOLAS e COLREG.;F;ordinanze dei locali Capi di Circondario Marittimo ai sensi dell'art. 81 del Codice della Navigazione.;V;Codice Internazionale dei Segnali e i Portolani.;F
469;None;Qual e', di massima, la distanza minima dalle spiagge oltre la quale e' possibile circolare, sostare o ancorarsi da parte di un'unita' navale?;di massima 500 metri.;F;di massima 1.000 metri.;F;di massima 250 metri.;V
470;None;Come sono segnalati i confini degli specchi acquei prospicienti i 200 metri dalla linea di battigia durante la stagione balneare?;mediante il posizionamento di gavitelli di colore bianco e rosso posti ad una distanza di100 metri l'uno dall'altroparallelamente alla linea di costa.;F;mediante il posizionamento di gavitelli di colore rosso posti ad una distanza di 50 metri l'uno dall'altro parallelamente alla linea di costa.;V;mediante il posizionamento di gavitelli di colore giallo posti ad una distanza di 100 metri l'uno dall'altro parallelamente alla linea di costa.;F
471;None;Come sono segnalati i corridoi di lancio che consentono l'atterraggio e la partenza delle unita' sulla spiaggia, durante la stagione balneare?;con gavitelli di colore verde a dritta e rosso a sinistra posti perpendicolarmente alla costa sino a una distanza di 250 metri.;F;con gavitelli di colore giallo o arancione posti perpendicolarmente alla costa sino a una distanza di 250 metri.;V;con gavitelli di colore bianco erosso posti perpendicolarmente alla costa sino a una distanza di 500 metri.;F
472;None;Come sono segnalati i gavitelli esterni di delimitazione dei corridoi di lancio che consentono l'atterraggio e la partenza delle unita' sulla spiaggia, durante la stagione balneare?;mediante bandiere bianche posizionate sui gavitelli esterni.;V;mediante bandiere rosse posizionate sui gavitelli esterni.;F;mediante bandiere rosse con banda obliqua bianca posizionate sui gavitelli esterni.;F
473;None;Oltre ai segnalamenti marittimi previsti dalle norme in vigore, quali segnalamenti marittimi contraddistinguono un'unita' navale impiegata in attivita' subacquee durante le ore diurne?;un pallone bianco sul quale e' posta una bandiera di colore arancione.;F;un pallone rosso sul quale e' posta una bandiera di colore rosso con diagonale bianca.;V;una bandiera di colore bianco con diagonale rossa.;F
474;None;Quale segnalamenti marittimi contraddistinguono un'unita' impiegata in attivita' subacquee durante le ore notturne?;oltre ai segnalamenti marittimi previsti,  una luce lampeggiante rossa visibile a360ï¿½ a una distanza non inferiore ai 300 metri.;F;oltre ai segnalamenti marittimi previsti,  una luce lampeggiante bianca visibile a 360ï¿½ a una distanza non inferiore ai 300 metri.;F;oltre ai segnalamenti marittimi previsti,  una luce lampeggiante gialla visibile a 360ï¿½ a una distanza non inferiore ai 300 metri.;V
475;None;Quale sanzione amministrativa e' prevista per coloro che utilizzano un'unita' da diporto superando i limiti di velocita' previsti?;il pagamento di una somma da 414 euro a 2.066 euro.;V;il pagamento di una somma da2.066 euro a 4.000 euro.;F;il pagamento di una somma da 414 euro a 818 euro.;F
476;None;Durante la stagione balneare, quale percorso devo seguire per raggiungere la riva (posto l'assoluta necessita' per motivi di emergenza)?;mi avvicino a lento moto con l'ausilio dei remi e comunque assumendo una rotta in direzione perpendicolare al profilo di costa.;V;uso il tender propulso con il motore fuori bordo e mi muovo a lento moto.;F;uso la moto d'acqua di bordo a lento moto.;F
477;None;Un'unita' in transito in prossimita' di un subacqueo:;modera la velocita' e prosegue  la navigazione mantenendosi ad una distanza di almeno 100 metri di distanza dal segnale.;V;modera la velocita' e prosegue la navigazione mantenendosi ad una distanza di ad almeno 50 metri di distanza dal segnale.;F;accelera per allontanarsi dalsegnale sino alla distanza minima di sicurezza prescritta dalla legge chee' di 500 metri.;F
478;None;Se durante la navigazione si rileva che sulla propria rotta e' in corso di svolgimento una manifestazione sportiva in un campo di regata fermo restando le prescrizioni impartite con l'ordinanza di polizia marittima, per proseguire la  navigazione sono adottate le seguenti precauzioni:;attraversare il campo di regata non appena le unita' in gara si siano spostate in altro settore della zona di regata.;F;comunicare sul canale 16 VHF l'intenzione di attraversare il campo di gara e attendere istruzioni.;F;modificare il proprio percorso di rotta per mantenersi a debita distanza dai limiti del campo di gara.;V
479;None;La bandiera A (Alfa) in figura a fianco, prescritta dal Codice Internazionale dei Segnali, e' esposta da un'unita' per indicare che:;ha imbarcato il pilota del porto.;F;ha un palombaro in immersione.;V;e' ferma.;F
480;None;Una bandierina rossa con banda diagonale bianca posta su un galleggiante indica la presenza di:;un pericolo isolato.;F;attrezzi di pesca presenti in mare nel raggio di 100 metri dal segnale.;F;un subacqueo in immersione nel raggio di 50 metri dal segnale.;V
481;None;Per segnalare la propria posizione, il subacqueo in immersione notturna deve mostrare una boa munita di segnale luminoso che emetta lampi gialli visibili, a giro d'orizzonte, a una distanza:;non inferiore a 100 metri.;F;non inferiore a 200 metri.;F;non inferiore a 300 metri.;V
482;None;I corridoi di lancio sono zone di mare dove:;e' possibile lanciarsi in tuffi durante la balneazione.;F;e' permesso il lancio e l'atterraggio di natanti da diporto propulsi a motore.;V;e' permesso il lancio ma non anche l'atterraggio di natanti propulsi a remi.;F
483;None;Si puo' esercitare l'attivita' di pesca sportiva con un'unita' da diporto?;si', entro certi limiti di cattura.;V;si', ma esclusivamente con un'unita' iscritta.;F;No, assolutamente.;F
484;None;La distanza massima intercorrente tra il pescatore subacqueo e la sua boa di segnalazione e' pari a:;100 metri.;F;50 metri.;V;150 metri.;F
485;None;La moto d'acqua puo' navigare:;entro mille metri dalla costa.;F;entro 1 miglio dalla costa.;V;entro 2 chilometri dalla costa.;F
486;None;La tavola a vela puo' navigare:;entro 1 miglio dalla costa.;V;entro 2 chilometri dalla costa.;F;entro mille metri dalla costa.;F
487;None;I battelli al servizio (tender) dell'unita'-madre da diporto possono navigare:;entro 6 miglia dalla costa.;F;entro 1 miglio dalla costa.;F;entro 1 miglio dalla costa o dall'unita' madre, ovunque si trovi.;V
488;None;Un natante con superficie velica non superiore a 4 metri quadrati puo' navigare:;entro 1 miglio dalla costa.;V;entro 2 chilometri dalla costa.;F;entro mille metri dalla costa;F
489;None;I natanti comunemente denominati pattini, jole, pedal', mosconi, ecc., possono navigare:;entro 2 chilometri dalla costa.;F;entro 1 miglio dalla costa.;V;entro 500 metri dalla costa.;F
490;None;La navigazione a motore puo' essere interdetta?;mai.;F;no, non puo' essere soggetta ad alcuna limitazione.;F;si, per esempio nella fascia di mare prioritariamente riservata alla balneazione.;V
491;None;La pesca subacquea sportiva e' consentita:;oltre 500 metri dalle spiagge frequentate dai bagnanti.;V;oltre 200 metri dalle spiagge frequentate dai bagnanti.;F;non esistono limiti di distanza.;F
492;None;Si puo' effettuare la pesca subacquea sportiva con fucile nelle ore notturne?;no.;V;si', se il pescatore e' segnalato da una sorgente di luce.;F;si', purche' in prossimita' di un'unita' di appoggio.;F
